glottocode,glottocode.1,language_name,iso_code,family_id,macroarea,lat,lng,countries,speaker_count,endangerment_level,lei_score,intergenerational_transmission,level,description,country,name
dizi1235,dizi1235,Dizin,mdx,dizo1235,Africa,6.1405,35.5763,ET,56,Critically Endangered,93.5,0.0258874407329572,language,,ET,Dizin
djam1255,djam1255,Jaminjung-Ngaliwurru,djd,mirn1241,Australia,-15.0558,130.06,AU,30,Critically Endangered,88.4,0.0567562337172008,language,,AU,Jaminjung-Ngaliwurru
djam1256,djam1256,Djambarrpuyngu,djr,pama1250,Australia,-12.021,135.59,AU,66,Critically Endangered,99.3,0.0689441918383155,language,,AU,Djambarrpuyngu
djan1238,djan1238,Djangun,djf,pama1250,Australia,-16.91051,144.93245,AU,285,Severely Endangered,70.4,0.4950575736933633,language,,AU,Djangun
djau1244,djau1244,Jawoyn,djn,gunw1250,Australia,-14.1361,133.002,AU,126,Severely Endangered,79.3,0.5256093722620797,language,,AU,Jawoyn
djaw1238,djaw1238,Djawi,djw,nyul1248,Australia,-16.4163,123.186,AU,193,Severely Endangered,72.2,0.503288729810577,language,,AU,Djawi
djee1236,djee1236,Djeebbana,djj,mani1293,Australia,-12.0133,134.097,AU,148,Severely Endangered,81.6,0.4528560403080533,language,,AU,Djeebbana
djeo1235,djeo1235,Djeoromitxí,jbt,nucl1710,South America,-12.038,-64.6694,BR,122,Severely Endangered,76.4,0.5988761480037565,language,,BR,Djeoromitxí
djim1235,djim1235,Djimini Senoufo,dyi,atla1278,Africa,8.36279,-4.45627,CI,17,Critically Endangered,83.8,0.2107445796763592,language,,CI,Djimini Senoufo
djin1251,djin1251,Jingulu,jig,mirn1241,Australia,-17.165,133.659,AU,666,Severely Endangered,74.2,0.3824750590363565,language,,AU,Jingulu
djin1252,djin1252,Djinba,djb,pama1250,Australia,-12.93,134.967,AU,142,Severely Endangered,76.0,0.5573684014066137,language,,AU,Djinba
djin1253,djin1253,Djinang,dji,pama1250,Australia,-12.462,134.82,AU,11,Critically Endangered,88.0,0.1616206983060643,language,,AU,Djinang
djiw1241,djiw1241,Djiwarli,dze,pama1250,Australia,-24.10724,116.98858,AU,37,Critically Endangered,85.4,0.2484261994446739,language,,AU,Djiwarli
dobe1238,dobe1238,Dobel,kvo,aust1307,Papunesia,-6.32531,134.638,ID,70,Critically Endangered,85.3,0.0020584728779483,language,,ID,Dobel
dobu1241,dobu1241,Dobu,dob,aust1307,Papunesia,-9.63239,150.825,PG,5565,Definitely Endangered,57.0,0.7520022639546153,language,,PG,Dobu
doee1238,doee1238,Doe,doe,atla1278,Africa,-6.25844,38.4902,TZ,1464,Definitely Endangered,68.8,0.7206154566842762,language,,TZ,Doe
doga1238,doga1238,Doga,dgg,aust1307,Papunesia,-9.63698,149.841,PG,512,Severely Endangered,72.1,0.5224439043131955,language,,PG,Doga
dogh1241,dogh1241,Doghoro,dgx,nucl1709,Papunesia,-9.13688,148.766,PG,0,Extinct,100.0,0.0,language,,PG,Doghoro
dogo1294,dogo1294,Dogoso,dgs,atla1278,Africa,10.0489,-4.35805,BF CI,672,Severely Endangered,75.4,0.5160493847644124,language,,BF CI,Dogoso
dogo1295,dogo1295,Dogosé,dos,atla1278,Africa,10.1899,-4.1493,BF CI,1331,Definitely Endangered,55.3,0.628561526056252,language,,BF CI,Dogosé
dogr1250,dogr1250,Dogri,dgo,indo1319,Eurasia,32.5534,75.7111,IN PK,5530,Definitely Endangered,50.8,0.7634829422812192,language,,IN PK,Dogri
dogr1252,dogr1252,Dogrib,dgr,atha1245,North America,63.17,-117.25,CA,73,Critically Endangered,92.2,0.0066474793471299,language,,CA,Dogrib
dogu1235,dogu1235,Dogul Dom Dogon,dbg,dogo1299,Africa,14.5872,-3.56855,ML,47,Critically Endangered,90.3,0.1367412448826028,language,,ML,Dogul Dom Dogon
doka1242,doka1242,Ejuele,dbi,atla1278,Africa,10.2287,7.96099,NG,2942,Definitely Endangered,68.1,0.6510458639782946,language,,NG,Ejuele
doko1243,doko1243,Deko-Dusanga,uya,atla1278,Africa,5.39961,8.26925,NG,0,Extinct,102.7,0.0,language,,NG,Deko-Dusanga
dolg1241,dolg1241,Dolgan,dlg,turk1311,Eurasia,71.10828,94.29358,RU,237,Severely Endangered,83.4,0.4757683247777191,language,,RU,Dolgan
dolp1239,dolp1239,Dolpo,dre,sino1245,Eurasia,29.1957,83.2927,CN NP,130,Severely Endangered,69.7,0.5225286436660977,language,,CN NP,Dolpo
doma1258,doma1258,Domari,rmt,indo1319,Eurasia,32.0,35.0,EG IL JO PS SY,2639,Definitely Endangered,52.4,0.7830667856202171,language,,EG IL JO PS SY,Domari
doma1260,doma1260,Domaaki,dmk,indo1319,Eurasia,36.3258,74.7984,PK,11163,Vulnerable,32.5,0.8082621360619779,language,,PK,Domaaki
domb1246,domb1246,Toka-Leya-Dombe,dov,atla1278,Africa,-18.37,26.502,ZW,4550,Definitely Endangered,68.3,0.7163534041994162,language,,ZW,Toka-Leya-Dombe
domi1236,domi1236,Dominican Sign Language,doq,sign1238,North America,18.8798,-71.1722,DO,22,Critically Endangered,89.4,0.1065370523694766,language,,DO,Dominican Sign Language
domm1246,domm1246,Dom,doa,nucl1709,Papunesia,-6.03737,144.895,PG,15418,Vulnerable,39.8,0.8253672125943726,language,,PG,Dom
domp1238,domp1238,Dompo,doy,atla1278,Africa,8.182,-2.295,GH,106984,Safe,13.2,0.908200857692368,language,,GH,Dompo
domu1245,domu1245,Domu,dof,mail1249,Papunesia,-10.151,148.45,PG,452,Severely Endangered,72.3,0.3684550353472429,language,,PG,Domu
domu1246,domu1246,Domung,dev,nucl1709,Papunesia,-5.81856,146.682,PG,12,Critically Endangered,93.6,0.1386363583165637,language,,PG,Domung
dond1249,dond1249,Dondo,dok,aust1307,Papunesia,0.80348,120.707,ID,93,Critically Endangered,89.3,0.001666129538935,language,,ID,Dondo
dong1285,dong1285,Dongxiang,sce,mong1349,Eurasia,35.66354,103.38952,CN,178232,Safe,18.6,0.9586098445404776,language,,CN,Dongxiang
dong1286,dong1286,Dongshanba Lalo,yik,sino1245,Eurasia,25.435,100.178,CN,111300,Safe,29.8,0.9104412085728872,language,,CN,Dongshanba Lalo
dong1290,dong1290,Dongo,doo,atla1278,Africa,2.96683,29.9619,CD,5468,Definitely Endangered,57.4,0.7150423644900827,language,,CD,Dongo
dong1293,dong1293,Dong,doh,atla1278,Africa,8.64119,11.9924,NG,41705,Vulnerable,51.0,0.8377301412929277,language,,NG,Dong
dong1294,dong1294,Dongotono,ddd,nilo1247,Africa,4.43426,33.2429,SS,216,Severely Endangered,81.6,0.5322519163973728,language,,SS,Dongotono
dong1296,dong1296,Dongo Kresh,,kres1240,Africa,10.0,24.6,SS,0,Extinct,99.9,0.0,language,,SS,Dongo Kresh
dong1304,dong1304,Dongna,,sino1245,Eurasia,39.48118,98.53688,CN,68381,Vulnerable,34.9,0.8438508099053692,language,,CN,Dongna
donn1239,donn1239,Donno So Dogon,dds,dogo1299,Africa,14.34019,-3.51468,ML,970,Severely Endangered,82.8,0.5829744014360093,language,,ML,Donno So Dogon
doon1238,doon1238,Doondo,dde,atla1278,Africa,-4.30483,13.5641,CD CG,0,Extinct,97.0,0.0,language,,CD CG,Doondo
dora1242,dora1242,Dorasque,,chib1249,North America,8.567442,-82.375717,CO,7,Critically Endangered,91.0,0.0978186590505818,language,,CO,Dorasque
dori1246,dori1246,Dori'o,dor,aust1307,Papunesia,-9.11536,160.897,SB,1730,Definitely Endangered,67.5,0.7086075767434956,language,,SB,Dori'o
doro1266,doro1266,Doromu-Koki,kqc,manu1261,Papunesia,-9.56687,147.986,PG,204,Severely Endangered,77.3,0.5196130498555117,language,,PG,Doromu-Koki
doro1267,doro1267,Dororo,drr,book1242,Papunesia,-8.30556,157.767,SB,103,Severely Endangered,82.2,0.3655991491748816,language,,SB,Dororo
dorz1235,dorz1235,Dorze,doz,gong1255,Africa,6.25237,37.5554,ET,833,Severely Endangered,86.5,0.3049538102324176,language,,ET,Dorze
doso1239,doso1239,Doso,dol,doso1238,Papunesia,-7.85806,142.656,PG,89,Critically Endangered,93.0,0.2355515164829226,language,,PG,Doso
doty1234,doty1234,Dotyali,dty,indo1319,Eurasia,29.242,80.7252,NP,131,Severely Endangered,74.0,0.3879602324220143,language,,NP,Dotyali
doue1234,doue1234,Douentza Sign Language,,sign1238,Africa,15.006344,-2.956465,ML,608,Severely Endangered,86.5,0.347896434267474,language,,ML,Douentza Sign Language
dout1240,dout1240,Doutai,tds,lake1255,Papunesia,-3.24832,138.22,ID,1257,Definitely Endangered,60.4,0.7185170716335145,language,,ID,Doutai
douz1234,douz1234,Douz Sign Language,,sign1238,Africa,33.45,9.01667,TN,251,Severely Endangered,87.9,0.4119018850256443,language,,TN,Douz Sign Language
doya1240,doya1240,Doyayo,dow,atla1278,Africa,8.68604,13.0768,CM,0,Extinct,100.1,0.0,language,,CM,Doyayo
drag1234,drag1234,Drag-yab,,sino1245,Eurasia,30.509199,98.077073,CN,3619,Definitely Endangered,64.1,0.6531028948104944,language,,CN,Drag-yab
dree1234,dree1234,Dre,,more1255,Papunesia,-8.5,141.68,PG,466,Severely Endangered,75.2,0.5120995756103631,language,,PG,Dre
drun1238,drun1238,Drung,duu,sino1245,Eurasia,28.00792,98.49449,CN MM,307,Severely Endangered,74.8,0.5903395441544468,language,,CN MM,Drung
dual1243,dual1243,Duala,dua,atla1278,Africa,4.10208,9.61877,CM,272,Severely Endangered,73.1,0.4580649297507894,language,,CM,Duala
duan1242,duan1242,Duano,dup,aust1307,Papunesia,0.72162,103.46759,ID MY,0,Extinct,101.6,0.0,language,,ID MY,Duano
duau1237,duau1237,Duau,dva,aust1307,Papunesia,-10.187,151.218,PG,10,Critically Endangered,87.6,0.2329020690147037,language,,PG,Duau
dubl1239,dubl1239,Dubli,dub,indo1319,Eurasia,21.5161,73.218,IN,523,Severely Endangered,76.3,0.5524988082270076,language,,IN,Dubli
dubu1240,dubu1240,Dubu,dmu,pauw1244,Papunesia,-3.62591,140.768,ID,369,Severely Endangered,81.2,0.4452177857635898,language,,ID,Dubu
dudu1240,dudu1240,Duduela,duk,nucl1709,Papunesia,-5.43119,145.642,PG,2816,Definitely Endangered,60.7,0.7012127274878952,language,,PG,Duduela
dugu1248,dugu1248,Dugun,ndu,atla1278,Africa,8.38689,13.3966,CM,15108,Vulnerable,36.3,0.8718100443856,language,,CM,Dugun
dugu1249,dugu1249,Duguri,dbm,atla1278,Africa,10.05,10.21,NG,154,Severely Endangered,67.6,0.5775443003167109,language,,NG,Duguri
dugw1239,dugw1239,Dugwor,dme,afro1255,Africa,10.752,14.2134,CM,133,Severely Endangered,67.5,0.5449835996737112,language,,CM,Dugwor
duhw1236,duhw1236,Duhwa,kbz,afro1255,Africa,9.32586,8.77995,NG,106,Severely Endangered,79.1,0.5346569368256008,language,,NG,Duhwa
duit1239,duit1239,Duit,,chib1249,South America,5.786798,-73.021374,CO,69,Critically Endangered,87.0,0.2326734730252486,language,,CO,Duit
duke1237,duke1237,Duke,nke,aust1307,Papunesia,-7.97768,157.064,SB,52,Critically Endangered,87.2,0.141066963490351,language,,SB,Duke
dulb1238,dulb1238,Dulbu,dbo,atla1278,Africa,10.1911,9.94759,NG,382,Severely Endangered,74.0,0.5582016496964697,language,,NG,Dulbu
duli1241,duli1241,Duli-Gewe,duz,atla1278,Africa,9.11241,13.4232,CM,143,Severely Endangered,66.7,0.4074169104981158,language,,CM,Duli-Gewe
duma1253,duma1253,Duma,dma,atla1278,Africa,-0.91927,13.0046,GA,8611,Definitely Endangered,56.8,0.7215656552290712,language,,GA,Duma
dumb1241,dumb1241,Dumbea,duf,aust1307,Papunesia,-22.0947,166.531,NC,0,Extinct,99.3,0.0,language,,NC,Dumbea
dumi1241,dumi1241,Dumi,dus,sino1245,Eurasia,27.45849,86.75699,NP,0,Extinct,97.5,0.0,language,,NP,Dumi
dump1242,dump1242,Dumpas,dmv,aust1307,Papunesia,5.93483,117.419,MY,334,Severely Endangered,83.9,0.4950147468718442,language,,MY,Dumpas
dump1243,dump1243,Dumpu,wtf,nucl1709,Papunesia,-5.82002,145.655,PG,30,Critically Endangered,89.2,0.2250136250158991,language,,PG,Dumpu
dumu1246,dumu1246,Dumun,dui,nucl1709,Papunesia,-5.55315,146.082,PG,317,Severely Endangered,82.9,0.4232312332323181,language,,PG,Dumun
duna1248,duna1248,Duna,duc,,Papunesia,-5.41439,142.475,PG,4,Critically Endangered,92.6,0.1537591490735385,language,,PG,Duna
dung1251,dung1251,Dungra Bhil,duh,indo1319,Eurasia,22.306,73.187,IN,5844,Definitely Endangered,55.2,0.6032224062288912,language,,IN,Dungra Bhil
dung1252,dung1252,Dungmali,raa,sino1245,Eurasia,26.9813,87.3328,NP,13600,Vulnerable,42.4,0.8904266098551726,language,,NP,Dungmali
dung1253,dung1253,Dungan,dng,sino1245,Eurasia,42.7292,76.8382,KG KZ TJ TM UZ,8570,Definitely Endangered,51.3,0.7628851879973213,language,,KG KZ TJ TM UZ,Dungan
dung1254,dung1254,Dungu,dbv,unat1236,Africa,10.5043,8.19543,NG,1985,Definitely Endangered,54.3,0.7467399589792996,language,,NG,Dungu
dupa1235,dupa1235,Dupaninan Agta,duo,aust1307,Papunesia,17.3748,122.188,PH,42,Critically Endangered,89.1,0.0203664124459443,language,,PH,Dupaninan Agta
dura1244,dura1244,Dura,drq,sino1245,Eurasia,28.173,84.435,NP,54,Critically Endangered,81.1,0.0655491536667131,language,,NP,Dura
duri1242,duri1242,Duri,mvp,aust1307,Papunesia,-3.37081,119.871,ID,1310,Definitely Endangered,52.9,0.7978150749752333,language,,ID,Duri
duri1243,duri1243,Duriankere,dbn,sout3418,Papunesia,-1.348,130.958,ID,370,Severely Endangered,81.1,0.4378054402427132,language,,ID,Duriankere
duru1236,duru1236,Duruwa,pci,drav1251,Eurasia,19.0534,82.4881,IN,0,Extinct,102.0,0.0,language,,IN,Duruwa
duru1249,duru1249,Duruma,dug,atla1278,Africa,-4.09629,39.322,KE TZ,47268,Vulnerable,42.8,0.8877262563920888,language,,KE TZ,Duruma
dusn1237,dusn1237,Dusner,dsn,aust1307,Papunesia,-2.73859,134.391,ID,902,Severely Endangered,86.0,0.5033627624839795,language,,ID,Dusner
dusu1267,dusu1267,Dusun Witu,duw,aust1307,Papunesia,-1.57408,114.979,ID,132,Severely Endangered,69.1,0.5430374702210334,language,,ID,Dusun Witu
dusu1269,dusu1269,Dusun Malang,duq,aust1307,Papunesia,-0.85277,115.392,ID,20,Critically Endangered,92.5,0.1829551585932936,language,,ID,Dusun Malang
dusu1271,dusu1271,Dusun Deyah,dun,aust1307,Papunesia,-1.95514,115.578,ID,0,Extinct,103.8,0.0,language,,ID,Dusun Deyah
dutc1253,dutc1253,Dutch Sign Language,dse,sign1238,Eurasia,52.1251,4.91133,NL,4176,Definitely Endangered,55.1,0.6382049761675862,language,,NL,Dutch Sign Language
dutc1256,dutc1256,Dutch,nld,indo1319,Eurasia,52.0,5.0,AW BE BQ BR CW DE GF GY NL SR SX,293,Severely Endangered,80.6,0.4542714924393158,language,,AW BE BQ BR CW DE GF GY NL SR SX,Dutch
duun1242,duun1242,Duungooma,dux,mand1469,Africa,10.9234,-5.85872,ML,7,Critically Endangered,89.9,0.2730577595431786,language,,ML,Duungooma
duup1238,duup1238,Duupa,dae,atla1278,Africa,8.55031,13.4544,CM,1792,Definitely Endangered,71.3,0.7413397612504284,language,,CM,Duupa
duvl1238,duvl1238,Duvle-Wano-Pidgin,,pidg1258,Papunesia,-3.013068,138.200358,ID,1304,Definitely Endangered,67.8,0.7343005222183899,language,,ID,Duvle-Wano-Pidgin
duvl1242,duvl1242,Duvle,duv,lake1255,Papunesia,-3.21832,137.964,ID,5,Critically Endangered,94.6,0.1887949984911133,language,,ID,Duvle
duwa1244,duwa1244,Duwai,dbp,afro1255,Africa,12.803,11.3367,NG,3785,Definitely Endangered,54.8,0.713394595023958,language,,NG,Duwai
duwe1237,duwe1237,Duwet,gve,aust1307,Papunesia,-6.45752,146.841,PG,2531,Definitely Endangered,54.7,0.7780098037838108,language,,PG,Duwet
dwan1238,dwan1238,Dwang,nnu,atla1278,Africa,7.70712,-0.43011,GH,1931,Definitely Endangered,52.6,0.7537988893511239,language,,GH,Dwang
dyaa1242,dyaa1242,Dyaabugay,dyy,pama1250,Australia,-16.596,145.388,AU,130,Severely Endangered,70.8,0.5153797240985396,language,,AU,Dyaabugay
dyab1238,dyab1238,Dyaberdyaber,dyb,nyul1248,Australia,-17.18653,122.52306,AU,5,Critically Endangered,96.1,0.1230797938802791,language,,AU,Dyaberdyaber
dyan1250,dyan1250,Dyangadi,dyn,pama1250,Australia,-30.8469,152.602,AU,75,Critically Endangered,91.7,0.1385690210580379,language,,AU,Dyangadi
dyan1251,dyan1251,Dyan,dya,atla1278,Africa,10.8342,-3.59179,BF,5538,Definitely Endangered,65.3,0.687085259135434,language,,BF,Dyan
dyar1234,dyar1234,Dyarim,dyr,afro1255,Africa,10.03,9.065,NG,309,Severely Endangered,80.6,0.5995477407713559,language,,NG,Dyarim
dyir1250,dyir1250,Dyirbal,dbl,pama1250,Australia,-17.4516,145.544,AU,525,Severely Endangered,86.7,0.5764911742289642,language,,AU,Dyirbal
dyug1238,dyug1238,Dyugun,dyd,nyul1248,Australia,-17.906,122.408,AU,17,Critically Endangered,91.4,0.0318871169724463,language,,AU,Dyugun
dyul1238,dyul1238,Dyula,dyu,mand1469,Africa,10.4536,-4.72007,BF CI ML,274,Severely Endangered,73.9,0.4413452184152638,language,,BF CI ML,Dyula
dzaa1238,dzaa1238,Dza,jen,atla1278,Africa,9.26671,11.3884,NG,237,Severely Endangered,77.7,0.3799187760919648,language,,NG,Dza
dzal1238,dzal1238,Dzalakha,dzl,sino1245,Eurasia,27.7855,91.374,BT CN IN,137441,Safe,19.2,0.9299464128692176,language,,BT CN IN,Dzalakha
dzan1238,dzan1238,Dzando,dzn,atla1278,Africa,2.24195,19.0022,CD,12025,Vulnerable,36.9,0.8015690821319248,language,,CD,Dzando
dzao1238,dzao1238,Dzao Min,bpn,hmon1336,Eurasia,24.9754,112.326,CN,47317,Vulnerable,38.3,0.8132181645857921,language,,CN,Dzao Min
dzod1238,dzod1238,Dzodinka,add,atla1278,Africa,6.89005,10.7633,CM NG,3225,Definitely Endangered,61.3,0.7177473329462986,language,,CM NG,Dzodinka
dzon1239,dzon1239,Dzongkha,dzo,sino1245,Eurasia,27.410786,89.581604,BT CN IN NP,3326,Definitely Endangered,47.9,0.7317783229806294,language,,BT CN IN NP,Dzongkha
dzuu1241,dzuu1241,Dzùùngoo,dnn,mand1469,Africa,11.3796,-4.92036,BF,3362,Definitely Endangered,70.9,0.7908822928957746,language,,BF,Dzùùngoo
east1236,east1236,Eastern Katu,ktv,aust1305,Eurasia,15.8553,107.644,LA VN,656,Severely Endangered,69.8,0.5475948331922939,language,,LA VN,Eastern Katu
east1472,east1472,Eastern Keres,kee,kere1287,North America,35.5216,-106.453,US,2105,Definitely Endangered,63.5,0.6501561199416388,language,,US,Eastern Keres
east2290,east2290,Eastphalian,,indo1319,Eurasia,52.117901,10.005723,DE,552,Severely Endangered,74.9,0.4598666507396739,language,,DE,Eastphalian
east2295,east2295,Eastern Yiddish,ydd,indo1319,Eurasia,51.75,19.42,AR AU BE BY CA CR EE HU IL LT LV MD PA PL PR RO RU SE UA US UY ZA,161359,Safe,32.9,0.9196293603990532,language,,AR AU BE BY CA CR EE HU IL LT LV MD PA PL PR RO RU SE UA US UY ZA,Eastern Yiddish
east2303,east2303,Archaic Finnish Swedish,,indo1319,Eurasia,62.476944,21.348611,AX FI,6204,Definitely Endangered,61.3,0.6931149607153038,language,,AX FI,Archaic Finnish Swedish
east2304,east2304,Eastern Balochi,bgp,indo1319,Eurasia,29.38213,69.05834,PK,896,Severely Endangered,74.9,0.5303189655125367,language,,PK,Eastern Balochi
east2328,east2328,Eastern Mari,mhr,ural1272,Eurasia,55.8307,48.405,KZ RU,1653,Definitely Endangered,59.1,0.7520819474783778,language,,KZ RU,Eastern Mari
east2330,east2330,Eastern Lawa,lwl,aust1305,Eurasia,19.0136,98.7613,TH,1711,Definitely Endangered,58.5,0.7544040198232979,language,,TH,Eastern Lawa
east2332,east2332,Eastern Bru,bru,aust1305,Eurasia,17.1311,105.671,LA VN,295,Severely Endangered,70.4,0.3621687494876157,language,,LA VN,Eastern Bru
east2333,east2333,Eastern Mnong,mng,aust1305,Eurasia,12.3939,108.354,VN,2450,Definitely Endangered,60.1,0.684622710218295,language,,VN,Eastern Mnong
east2337,east2337,East Yugur,yuy,mong1349,Eurasia,38.83687,99.61725,CN,31723,Vulnerable,31.5,0.8703714124200818,language,,CN,East Yugur
east2340,east2340,Eastern Muria,emu,drav1251,Eurasia,20.1422,80.8893,IN,0,Extinct,102.2,0.0,language,,IN,Eastern Muria
east2342,east2342,Eastern Kayah,eky,sino1245,Eurasia,19.8939,98.3359,MM TH,1908,Definitely Endangered,55.2,0.6208216988928141,language,,MM TH,Eastern Kayah
east2346,east2346,Eastern Gorkha Tamang,tge,sino1245,Eurasia,28.2213,84.9451,CN NP,337,Severely Endangered,77.8,0.4004342748921971,language,,CN NP,Eastern Gorkha Tamang
east2347,east2347,Eastern Tamang,taj,sino1245,Eurasia,27.3239,87.0832,IN NP,423,Severely Endangered,73.6,0.4823915563785451,language,,IN NP,Eastern Tamang
east2349,east2349,North-Central Nisu,nos,sino1245,Eurasia,23.9843,102.694,CN VN,14401,Vulnerable,43.2,0.8513660569111932,language,,CN VN,North-Central Nisu
east2351,east2351,Eastern Muya,emq,sino1245,Eurasia,29.235,102.168,CN,1595,Definitely Endangered,70.9,0.6145990470452928,language,,CN,Eastern Muya
east2352,east2352,Eastern Magar,mgp,sino1245,Eurasia,27.4135166667,87.06171,IN NP,473261,Safe,31.9,0.971606961691348,language,,IN NP,Eastern Magar
east2354,east2354,Eastern Parbate Kham,kif,sino1245,Eurasia,28.5259,82.9523,NP,2279,Definitely Endangered,52.7,0.6749731991510666,language,,NP,Eastern Parbate Kham
east2357,east2357,Eastern Mewahang,emg,sino1245,Eurasia,27.5103,87.1134,NP,15156,Vulnerable,41.2,0.8933751923018154,language,,NP,Eastern Mewahang
east2363,east2363,Eastern Hongshuihe Zhuang,zeh,taik1256,Eurasia,23.7,109.0,CN,293,Severely Endangered,79.2,0.3825147449341247,language,,CN,Eastern Hongshuihe Zhuang
east2370,east2370,Eastern Qiandong Miao,hmq,hmon1336,Eurasia,26.4966,109.046,CN,3058,Definitely Endangered,64.3,0.7961104556057891,language,,CN,Eastern Qiandong Miao
east2371,east2371,Eastern Xiangxi Miao,muq,hmon1336,Eurasia,28.7318,109.756,CN,21191,Vulnerable,35.5,0.8877664517458018,language,,CN,Eastern Xiangxi Miao
east2372,east2372,Eastern Huishui Hmong,hme,hmon1336,Eurasia,25.9942,106.832,CN,3170,Definitely Endangered,69.3,0.7481479975231472,language,,CN,Eastern Huishui Hmong
east2379,east2379,Eastern Arrernte,aer,pama1250,Australia,-23.3583,135.046,AU,188,Severely Endangered,76.7,0.366203114556667,language,,AU,Eastern Arrernte
east2387,east2387,East Limba,lma,atla1278,Africa,9.71107,-11.7496,GN SL,1605,Definitely Endangered,64.5,0.7337847135731191,language,,GN SL,East Limba
east2390,east2390,Eastern Xwla Gbe,gbx,atla1278,Africa,6.37803,2.54987,BJ,866,Severely Endangered,81.2,0.3461872627038197,language,,BJ,Eastern Xwla Gbe
east2398,east2398,Eastern Karaboro,xrb,atla1278,Africa,10.4987,-4.52253,BF CI,450,Severely Endangered,71.4,0.480569928938878,language,,BF CI,Eastern Karaboro
east2403,east2403,Eastern Acipa,acp,atla1278,Africa,10.7104,6.0105,NG,834,Severely Endangered,74.8,0.5092323938883228,language,,NG,Eastern Acipa
east2409,east2409,East Nyala,nle,atla1278,Africa,0.38163,34.6626,KE,597,Severely Endangered,68.5,0.3992149367710248,language,,KE,East Nyala
east2414,east2414,Konobo-Eastern Krahn,kqo,krua1234,Africa,5.83555,-7.85454,CI LR,0,Extinct,99.6,0.0,language,,CI LR,Konobo-Eastern Krahn
east2426,east2426,Eastern Maninkakan,emk,mand1469,Africa,9.33048,-10.5394,CI GN LR ML SL,504,Severely Endangered,75.4,0.5982289773228233,language,,CI GN LR ML SL,Eastern Maninkakan
east2440,east2440,East Makian,mky,aust1307,Papunesia,0.07337,127.423,ID,96,Critically Endangered,88.1,0.0262196199636008,language,,ID,East Makian
east2443,east2443,East Ambae,omb,aust1307,Papunesia,-15.3523,167.89,VU,113,Severely Endangered,78.8,0.4803988094816139,language,,VU,East Ambae
east2447,east2447,East Futuna,fud,aust1307,Papunesia,-14.278717,-178.137222,WF,0,Extinct,100.5,0.0,language,,WF,East Futuna
east2462,east2462,East Masela,vme,aust1307,Papunesia,-8.13455,129.873,ID,2615,Definitely Endangered,58.5,0.7441780051641294,language,,ID,East Masela
east2465,east2465,East Tarangan,tre,aust1307,Papunesia,-6.76213,134.288,ID,0,Extinct,98.3,0.0,language,,ID,East Tarangan
east2472,east2472,East Damar,dmr,aust1307,Papunesia,-7.16991,128.636,ID,48,Critically Endangered,90.4,0.043141883382128,language,,ID,East Damar
east2482,east2482,Eastern Tawbuid,bnj,aust1307,Papunesia,12.8968,121.177,PH,101,Severely Endangered,80.2,0.5699478716732265,language,,PH,Eastern Tawbuid
east2485,east2485,Eastern Penan,pez,aust1307,Papunesia,4.5915,114.584,BN ID MY,317,Severely Endangered,72.4,0.4688828358013344,language,,BN ID MY,Eastern Penan
east2486,east2486,East Berawan,zbe,aust1307,Papunesia,3.96098,114.606,MY,4664,Definitely Endangered,65.5,0.7927572472477352,language,,MY,East Berawan
east2516,east2516,East Kewa,kjs,nucl1709,Papunesia,-6.32989,143.931,PG,381,Severely Endangered,75.9,0.4387258665245676,language,,PG,East Kewa
east2534,east2534,Eastern Canadian Inuktitut,ike,eski1264,North America,62.1735,-75.6139,CA,281,Severely Endangered,88.5,0.5831393869811624,language,,CA,Eastern Canadian Inuktitut
east2538,east2538,Eastern Huasteca Nahuatl,nhe,utoa1244,North America,21.0639,-97.9077,MX,22,Critically Endangered,85.6,0.1706526525153825,language,,MX,Eastern Huasteca Nahuatl
east2542,east2542,Eastern Ojibwa,ojg,algi1248,North America,45.0112,-79.7503,CA,36,Critically Endangered,93.6,0.0659200104882164,language,,CA,Eastern Ojibwa
east2544,east2544,Eastern Abenaki,aaq,algi1248,North America,45.0112,-68.6617,US,185,Severely Endangered,80.7,0.4324149237472183,language,,US,Eastern Abenaki
east2545,east2545,Eastern Pomo,peb,pomo1273,North America,38.5647,-122.586,US,1221,Definitely Endangered,57.3,0.6893835129029998,language,,US,Eastern Pomo
east2551,east2551,Eastern Apurímac Quechua,qve,quec1387,South America,-14.1754,-72.6686,PE,7,Critically Endangered,92.5,0.2654418099349155,language,,PE,Eastern Apurímac Quechua
east2555,east2555,Eastern Bolivian Guaraní,gui,tupi1275,South America,-20.42,-63.37,AR BO PY,59,Critically Endangered,88.8,0.1572514658957683,language,,AR BO PY,Eastern Bolivian Guaraní
east2556,east2556,Eastern Highland Otomi,otm,otom1299,North America,20.5991,-98.0978,MX,445,Severely Endangered,86.2,0.5440835060837679,language,,MX,Eastern Highland Otomi
east2558,east2558,Eastern Highland Chatino,cly,otom1299,North America,16.2437,-97.1526,MX,18,Critically Endangered,94.4,0.2461867155775529,language,,MX,Eastern Highland Chatino
east2563,east2563,Eastern Cham,cjm,aust1307,Eurasia,11.2853,108.49,VN,73777,Vulnerable,43.2,0.8507489787311705,language,,VN,Eastern Cham
